	Unnamed: 0	sentiment	sentence
2340	2340	1	airtel hi airtel am in kenya but we experience some difficulty to send money and withdrawal pliz can u assit 
2341	2341	1	airtel the network is damn slow 
2342	2342	1	muyangalutaaya airtel poor network quality is the order of the day for airtel they keep asking you for details but nothing will change guma bugumi 
2343	2343	1	airtel hi again am moses in kenya we are experiencing network problem to access our airtel money even to get calls from home please can you assist us thanks 
2344	2344	1	airtel reduces calling rates across all networks 
2345	2345	1	meanwhile airtel please explain to me why i cant have m on my line thinking 
2346	2346	1	is it like its not possible anymore to send mtn mobile money to airtel anymore mtn airtel 
2347	2347	1	airtel i tried putting m on my airtel money and it refused 
2348	2348	1	i have had the same drop calls on my mtn number for the last one month no substantive response in return contemplating physical contact mtn airtel 
2350	2350	1	dear airtel we are in and for your info its called a digital age and work i now moving super fast but your rubbish network is making it hard for us to catch up eat a loan or somethin but get your network to the required standard 
2351	2351	1	airtel with your g network itd be a waste of money 
2352	2352	1	airtel hello thanks for your service today is my birthday 
2353	2353	1	airtel engineers should come to rescue people alongside salaam munyonyo road the network is not good at all timesfor the past years i have been here indeed the network along this road is poor 
2355	2355	1	airtel is it just me or are you actually having internet issues my phone clearly shows g but no internet connection 
2356	2356	1	airtel admit it you are deliberately slowing down the data speeds of vpn users 
2357	2357	1	airtel sort the network guys simple and clear 
2358	2358	1	the way airtel is consuming my data i need a new data peovider 
2359	2359	1	airtel but airtel the way you consume people data is not much you just loaded then hit me with the message you already use of your daily data yet you have just checked on my whats up message mtn now improve after my complaint 
2360	2360	1	airtel well i loaded mbs at got a safeboda and tweeted and got the usage message 
2361	2361	1	airtel its too much even if i have just checked message or even sometimes when your network is not there your confidently message me a message you have already use thinking 
2362	2362	1	airtel havent been able to use the appgives me an error what gives 
2363	2363	1	airtel i bought yo sim card at the beginning of last month and was active for just days and went off upto now its not yet activated 
2365	2365	1	it still baffles me how i buy airtel data just press the data icon to switch it on and in minutes what was mbs produces a message of youve used of your data bundle fellas airtel are your bundles chinese too so we can look for uk used confused stuckouttonguewinkingeye 
2366	2366	1	airtel why is every mtn number barred while am trying to share the love with mobile money including mine and i know it was working this morning 
2367	2367	1	airtel its unfair how my mbs keep on going yet my messages arent being sent sleepy 
2368	2368	1	airtel all i want to know is when the mobile money app will be up and running its been over weeks since it went down 
2369	2369	1	airtel i was at your offices at ruth towers to reactivate my line and was told it would be active in minutes that is hours ago and still nothing please help 
2370	2370	1	airtel whats happening youve swallowed my data while have been using wireless since your network wasnt even working 
2371	2371	1	mechodu airtel joy i will be at clement hill 
2372	2372	1	hrs have passed still no response from airtel as to why my airtime is chopped 
2373	2373	1	airtel airtel money is not working for ios users freezes at the nd or rd step amp theres no access to airtel money app please advise on alternatives 
2374	2374	1	airtel i loaded data using mobile money and i havent received it yet my money was taken i understand technical issues happen but teach your customer care service helpline to know how to communicate such issues professionally am not happy 
2375	2375	1	airtel would love to but my airtel g may take days downloading that song 
2376	2376	1	hudsoben airtel me too i wake up feeling pain joy even the hand has to be somehow my left hand doesnt have network when in bed joy 
2378	2378	1	airtel am still having trouble using cloudflare as my private dns through your network please resolve 
2379	2379	1	amcreezy airtel can they too stop chopping my money when i receive a call 
